Id,Label,Grado,Clustering Coefficient,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Weighted Degree
600,Caligula,24,0.2717391304347826,6.0,2.9112944816915935,2575.4409419767253,208,24.0
601,Fanboys,7,0.3333333333333333,7.0,3.4285714285714284,355.7204773620499,208,7.0
602,Twin Peaks: Fire Walk With Me,28,0.2222222222222222,7.0,2.9427539969056213,2665.7287731379897,264,28.0
603,"""Manos"": The Hands of Fate",0,0.0,0.0,0.0,0.0,115,0.0
604,The Morning After,26,0.2953846153846154,6.0,2.9417225373904072,1246.767591554067,172,26.0
605,Prisoner,0,0.0,0.0,0.0,0.0,116,0.0
606,Wild at Heart,57,0.12969924812030076,7.0,2.735430634347602,6635.358335026705,172,57.0
607,Sabotage,7,0.42857142857142855,6.0,3.444559051057246,621.7170952346374,89,7.0
608,Dreams,3,0.0,8.0,4.82723053120165,47.84134620516166,208,3.0
609,Stingray,0,0.0,0.0,0.0,0.0,117,0.0
610,The Fast and the Furious,13,0.20512820512820512,7.0,3.2382671480144403,303.04171287437725,9,13.0
611,A Hard Day's Night,4,0.5,6.0,3.453326456936565,44.634504382943724,208,4.0
612,The Land Girls,7,0.2857142857142857,7.0,3.480660134089737,90.29620190700298,194,7.0
613,Holiday Inn,5,0.3,7.0,4.026817947395565,64.4184546660542,89,5.0
614,Bound,12,0.25757575757575757,7.0,3.263022176379577,163.93563406885323,563,12.0
615,Rabbit-Proof Fence,11,0.8181818181818182,7.0,3.2001031459515215,719.3258607095204,194,11.0
616,Duel,0,0.0,0.0,0.0,0.0,118,0.0
617,Excalibur,45,0.24444444444444444,7.0,2.810727178958226,3898.879806749813,3,45.0
618,Captain Corelli's Mandolin,0,0.0,0.0,0.0,0.0,119,0.0
619,King of Hearts,5,0.6,7.0,3.515729757607014,482.81600516354416,89,5.0
620,Black Jack,0,0.0,0.0,0.0,0.0,120,0.0
621,The Mummy,18,0.13071895424836602,7.0,3.1268695203713253,2641.3253881447554,563,18.0
622,The Mummy,7,0.7619047619047619,7.0,3.8375451263537905,486.504995288685,89,7.0
623,The Mummy,16,0.5666666666666667,7.0,3.09850438370294,580.1137245019931,563,16.0
624,Bill & Ted's Bogus Journey,20,0.3684210526315789,7.0,3.0618875709128415,594.3935512356783,9,20.0
625,Hatter's Castle,0,0.0,0.0,0.0,0.0,121,0.0
626,Charlie's Angels: Full Throttle,57,0.11403508771929824,7.0,2.7091284167096443,9845.344253627421,220,57.0
627,The American President,41,0.15853658536585366,7.0,2.857142857142857,3360.442548511343,194,41.0
628,Strangers on a Train,6,0.4,7.0,3.8633316142341414,300.53818294711533,89,6.0
629,Robin Hood: Prince of Thieves,62,0.14225277630883132,6.0,2.631253223310985,14890.93548289754,194,62.0
630,An Alan Smithee Film: Burn Hollywood Burn,32,0.17540322580645162,7.0,3.004125838060856,7443.1020861954,258,32.0
631,Mad Max 2: The Road Warrior,17,0.6323529411764706,7.0,3.1351211964930377,161.06732257322977,246,17.0
632,Ghost World,31,0.1956989247311828,7.0,2.8705518308406397,2639.605942260984,563,31.0
633,Hols: Prince of the Sun,0,0.0,0.0,0.0,0.0,122,0.0
634,Hackers,27,0.21082621082621084,7.0,2.9706034038164004,1326.8403733253622,9,27.0
635,Marnie,20,0.24210526315789474,6.0,2.992264053635895,2896.646913658155,89,20.0
636,Lifeboat,13,0.1794871794871795,7.0,3.552862300154719,4083.717169934547,89,13.0
637,Utu,0,0.0,0.0,0.0,0.0,123,0.0
638,Schtonk!,0,0.0,0.0,0.0,0.0,124,0.0
639,Buena Vista Social Club,0,0.0,0.0,0.0,0.0,125,0.0
640,Scarface,32,0.1431451612903226,6.0,2.856111397627643,3000.466290651545,200,32.0
641,Colossus: The Forbin Project,3,0.0,8.0,3.6534296028880866,276.49406082220435,264,3.0
642,It,5,1.0,7.0,3.961835997937081,0.0,89,5.0
643,Tsubasa: Reservoir Chronicle,0,0.0,0.0,0.0,0.0,126,0.0
644,Faces,3,0.3333333333333333,8.0,3.923671995874162,1938.0,220,3.0
645,Dilwale Dulhaniy Le Jayenge,5,0.6,7.0,3.7818463125322332,2887.5533443595573,232,5.0
646,Selena,7,0.5714285714285714,7.0,3.45074780814853,90.58687455646147,563,7.0
647,The Battle of the Somme,0,0.0,0.0,0.0,0.0,127,0.0
648,The Devil's Disciple,28,0.4470899470899471,6.0,2.9551315110881897,2025.2243051122264,208,28.0
649,Mickey's Revue,0,0.0,0.0,0.0,0.0,128,0.0
650,Star Trek: The Motion Picture,12,0.7424242424242424,7.0,3.3594636410520886,138.57159667443182,246,12.0
651,My Best Friend's Wedding,23,0.23715415019762845,7.0,2.976792160907684,963.024673257659,194,23.0
652,There's Something About Mary,35,0.15798319327731092,7.0,2.8638473439917482,3925.3047759581345,220,35.0
653,America's Sweethearts,57,0.15225563909774437,6.0,2.6493037648272306,6046.666649089902,194,57.0
654,Entrapment,33,0.2159090909090909,6.0,2.7906137184115525,3049.9845179484973,200,33.0
655,Bulldog Drummond's Secret Police,10,0.3111111111111111,7.0,3.9370809695719444,1081.4973178390776,89,10.0
656,Tomcats,8,0.21428571428571427,7.0,3.44559051057246,77.42633186292662,9,8.0
657,Jesus,0,0.0,0.0,0.0,0.0,129,0.0
658,Sinbad: Legend of the Seven Seas,19,0.24561403508771928,7.0,2.993811242908716,1143.6618371144318,563,19.0
659,Medusa: Dare to Be Truthful,5,0.5,7.0,3.365136668385766,36.11335207165598,220,5.0
660,Anastasia,43,0.17829457364341086,7.0,2.8715832903558534,4013.095646879803,9,43.0
661,Porky's,5,0.3,7.0,3.607529654461062,2013.2562922535628,264,5.0
662,Love & Pop,1,0.0,1.0,1.0,0.0,130,1.0
663,Stalker,2,1.0,1.0,1.0,0.0,131,2.0
664,Annie Get Your Gun,0,0.0,0.0,0.0,0.0,132,0.0
665,Deep Impact,72,0.11854460093896714,6.0,2.6070139247034554,11791.487729572202,563,72.0
666,Lady and the Tramp II: Scamp's Adventure,14,0.16483516483516483,7.0,3.154203197524497,666.1675101434506,246,14.0
667,Jude,15,0.3523809523809524,7.0,3.1026302217637958,400.028612051886,194,15.0
668,Holy Smoke!,20,0.3631578947368421,7.0,2.988138215575039,686.4547367436418,194,20.0
669,A Kid in King Arthur's Court,19,0.3157894736842105,7.0,3.077359463641052,595.4667644151788,194,19.0
670,Trick or Treat,0,0.0,0.0,0.0,0.0,133,0.0
671,Rudy,43,0.15171650055370986,7.0,2.8040226921093345,4515.545838606789,220,43.0
672,The Lodger: A Story of the London Fog,3,1.0,7.0,3.9912325941206808,0.0,89,3.0
673,The Firm,55,0.16565656565656567,6.0,2.659618359979371,8577.53392741657,275,55.0
674,X2,64,0.15178571428571427,6.0,2.6910778751933986,8758.009266203273,3,64.0
675,Shiri,0,0.0,0.0,0.0,0.0,134,0.0
676,Piglet's Big Movie,12,0.5151515151515151,7.0,3.222279525528623,129.79909241824234,246,12.0
677,East of Eden,9,0.3333333333333333,7.0,3.6054667354306345,360.7621436553174,89,9.0
678,Passion,0,0.0,0.0,0.0,0.0,135,0.0
679,Longshot,12,0.2727272727272727,7.0,3.141309953584322,1390.3162507073755,220,12.0
680,Collateral Damage,34,0.2549019607843137,7.0,2.8762248581743166,1477.941293778256,246,34.0
681,Home Alone 2: Lost in New York,36,0.14603174603174604,7.0,2.889633831872099,3136.7564297028352,220,36.0
682,Stage Fright,8,0.17857142857142858,7.0,3.6095925734914904,4404.112843388746,208,8.0
683,ABBA - The Movie,0,0.0,0.0,0.0,0.0,136,0.0
684,Striptease,23,0.2964426877470356,7.0,2.998968540484786,1303.5945238440202,200,23.0
685,L'homme du train,1,0.0,8.0,4.0979886539453325,0.0,228,1.0
686,Love's Labour's Lost,34,0.2531194295900178,7.0,2.9840123775141825,1789.265949949379,194,34.0
687,11'9''01 September 11,0,0.0,0.0,0.0,0.0,137,0.0
688,The Cotton Club,63,0.11418330773169483,6.0,2.665807117070655,10033.18550202427,563,63.0
689,Irréversible,5,0.6,7.0,3.3140794223826715,119.90230657981454,194,5.0
690,Malcolm X,45,0.2222222222222222,7.0,2.765342960288809,4690.551376363581,208,45.0
691,Kill Bill,24,0.17028985507246377,7.0,2.961320268179474,2665.6844233891757,563,24.0
692,The Little Mermaid,20,0.4,6.0,3.0185662712738526,2036.8323896984716,246,20.0
693,Ishtar,22,0.41125541125541126,7.0,3.0902527075812274,623.1599913051917,200,22.0
694,Twister,38,0.1934566145092461,7.0,2.8994326972666324,2395.912346530372,3,38.0
695,Bed & Board,3,0.3333333333333333,7.0,3.965961835997937,73.01308384076333,228,3.0
696,The Birds,12,0.18181818181818182,6.0,3.043837029396596,1589.5047315603194,89,12.0
697,Madagascar,26,0.1753846153846154,7.0,2.987106756059825,1405.7488779921694,220,26.0
698,Battle Royale,5,0.4,8.0,3.9406910778751936,2757.4779144752883,281,5.0
699,Problem Child,22,0.23376623376623376,6.0,2.9891696750902526,2181.830543928151,200,22.0
700,The Net,16,0.21666666666666667,7.0,3.150593089221248,626.4554361217533,246,16.0
701,Return of the Living Dead,0,0.0,0.0,0.0,0.0,138,0.0
702,La Bamba,4,0.16666666666666666,7.0,3.5832903558535327,1953.0422808105386,281,4.0
703,The Lion King II: Simba's Pride,35,0.20672268907563024,6.0,2.840639504899433,3693.4943269726923,208,35.0
704,Naked Lunch,22,0.45021645021645024,7.0,3.0046415678184633,2441.188174391826,563,22.0
705,Three Comrades,0,0.0,0.0,0.0,0.0,139,0.0
706,The Phantom of the Opera,24,0.19927536231884058,7.0,3.074780814853017,921.9129660884556,194,24.0
707,The Phantom of the Opera,3,0.0,8.0,4.236204228984012,1102.0911624789792,89,3.0
708,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0,0.0,0.0,0.0,0.0,140,0.0
709,Les Misérables,7,0.2857142857142857,7.0,3.732851985559567,262.988513332269,89,7.0
710,Prince of Darkness,7,0.7142857142857143,7.0,3.301701908200103,75.64355471988056,264,7.0
711,Life pornography,0,0.0,0.0,0.0,0.0,141,0.0
712,Batman: Mask of the Phantasm,16,0.18333333333333332,6.0,3.07426508509541,958.9719319502368,208,16.0
713,The Good Son,23,0.3438735177865613,7.0,2.9860752965446107,1454.8271293781688,563,23.0
714,House Party,6,0.4,8.0,3.6101083032490973,43.669817290917585,220,6.0
715,Yojimbo,11,0.5636363636363636,6.0,3.3145951521402783,6069.527262028495,208,11.0
716,Tron,21,0.4238095238095238,7.0,3.0293965961835996,547.1256062659174,172,21.0
717,The Last Unicorn,33,0.25757575757575757,6.0,2.8772563176895307,3711.488535689089,172,33.0
718,Boys' Night Out,13,0.2948717948717949,7.0,3.185662712738525,1965.083400761022,89,13.0
719,Mr. Baseball,5,0.4,6.0,3.215059308922125,115.45352465679677,264,5.0
720,Spanish Fly,4,0.16666666666666666,7.0,3.6952037132542546,62.18286408492725,563,4.0
721,The Score,32,0.3387096774193548,7.0,2.822588963383187,1624.4866176831924,9,32.0
722,Hobson's Choice,0,0.0,0.0,0.0,0.0,142,0.0
723,O Lucky Man!,14,0.3626373626373626,6.0,3.081485301701908,750.5760401537354,208,14.0
724,Xanadu,4,0.5,7.0,3.804538421866942,104.82180561937264,89,4.0
725,Hero,8,0.5,8.0,3.9045899948427025,3654.443547517494,258,8.0
726,8½,3,0.3333333333333333,7.0,3.471376998452811,1739.152100092492,228,3.0
727,Addicted to Love,31,0.23440860215053763,7.0,2.9577101598762248,1656.6482041481026,9,31.0
728,Tadpole,14,0.21978021978021978,7.0,3.1211964930376483,490.1830369054502,200,14.0
729,Panic,33,0.24621212121212122,7.0,2.8530170190820012,2255.9861986485666,200,33.0
730,Pirates of the Caribbean: The Curse of the Black Pearl,30,0.28735632183908044,7.0,2.9504899432697265,1011.4573943001217,563,30.0
731,Troy,63,0.130568356374808,6.0,2.699329551315111,11919.882410183867,563,63.0
732,Arachnophobia,21,0.3619047619047619,7.0,3.070139247034554,761.8865684335544,200,21.0
733,The Boys Next Door,0,0.0,0.0,0.0,0.0,143,0.0
734,October: Ten Days That Shook The World,0,0.0,0.0,0.0,0.0,144,0.0
735,L'avventura,1,0.0,8.0,4.328004125838061,0.0,208,1.0
736,Trick,0,0.0,0.0,0.0,0.0,145,0.0
737,Pirates,0,0.0,0.0,0.0,0.0,146,0.0
738,Character,0,0.0,0.0,0.0,0.0,147,0.0
739,Romeo and Juliet,7,0.38095238095238093,8.0,4.0092831356369265,291.82210904711644,89,7.0
740,Who's That Girl?,3,1.0,7.0,3.741103661681279,0.0,290,3.0
741,The Decameron,0,0.0,0.0,0.0,0.0,148,0.0
742,Ace Ventura: Pet Detective,27,0.1737891737891738,7.0,2.9427539969056213,2831.0631269906135,563,27.0
743,Grease,18,0.39869281045751637,6.0,3.001031459515214,3852.1109783497936,563,18.0
744,The Two Towers: The Purist Edit,0,0.0,0.0,0.0,0.0,149,0.0
745,Snuff,0,0.0,0.0,0.0,0.0,150,0.0
746,Bram Stoker's Dracula,61,0.17868852459016393,7.0,2.6766374419804024,8148.311264482496,194,61.0
747,The Emperor's New Groove,17,0.45588235294117646,7.0,3.1665807117070655,327.0133840770006,200,17.0
748,Dating Do's and Don'ts,0,0.0,0.0,0.0,0.0,151,0.0
749,Splash,29,0.21428571428571427,7.0,2.9566787003610107,2287.4731450137797,220,29.0
750,"Ah, L'Amour",0,0.0,0.0,0.0,0.0,152,0.0
751,"Simon, Simon",0,0.0,0.0,0.0,0.0,153,0.0
752,Charlie's Angels,48,0.1551418439716312,7.0,2.805569881382156,6209.484514833073,220,48.0
753,Swingers,23,0.36363636363636365,7.0,2.9757607013924705,627.9765571061429,220,23.0
754,D.C. Sniper: 23 Days of Fear,0,0.0,0.0,0.0,0.0,154,0.0
755,Gift,0,0.0,0.0,0.0,0.0,155,0.0
756,Mackenna's Gold,19,0.29239766081871343,6.0,3.025786487880351,2484.8496496041166,89,19.0
757,Ghost in the Shell 2: Innocence,1,0.0,9.0,5.3408973697782365,0.0,560,1.0
758,Wes Craven's New Nightmare,6,0.26666666666666666,7.0,3.4373388344507476,87.47843621975356,3,6.0
759,Garfield,28,0.2804232804232804,7.0,2.926766374419804,3366.094964232753,220,28.0
760,Oliver & Company,13,0.2948717948717949,7.0,3.137184115523466,630.7821360299072,200,13.0
761,Beethoven,16,0.25833333333333336,7.0,3.074780814853017,1695.3475866814485,200,16.0
762,Jetsons: The Movie,12,0.3333333333333333,7.0,3.3166580711707065,12851.692848794055,297,12.0
763,T�?i o�?íšky pro popelku/Drei Haselnüsse für Aschenbrödel,0,0.0,0.0,0.0,0.0,156,0.0
764,The Vanishing,0,0.0,0.0,0.0,0.0,157,0.0
765,"Fast, Cheap and Out of Control",0,0.0,0.0,0.0,0.0,158,0.0
766,Gallipoli,17,0.5882352941176471,7.0,3.0923156266116556,1033.1389835209568,246,17.0
767,Second Skin,4,0.5,7.0,3.591542031975245,16.361234597254985,563,4.0
768,Kingdom of Heaven,60,0.1384180790960452,7.0,2.809179989685405,6700.61780683213,194,60.0
769,Die Hard: With a Vengeance,46,0.28019323671497587,7.0,2.7596699329551315,3535.6741373936493,290,46.0
770,The First $20 Million Is Always the Hardest,15,0.3333333333333333,7.0,3.1325425477050026,393.4373047226638,563,15.0
771,Class,29,0.23891625615763548,6.0,2.8607529654461064,3754.1714268003243,89,29.0
772,Pete's Dragon,18,0.35947712418300654,7.0,3.1382155750386795,1068.4559798992443,89,18.0
773,Dr. Who and the Daleks,8,0.75,7.0,3.438886023723569,81.61302372359636,563,8.0
774,Entr'acte,0,0.0,0.0,0.0,0.0,159,0.0
775,"Ladies and Gentlemen, The Fabulous Stains",25,0.19333333333333333,7.0,2.9814337287261474,1689.1824930128407,3,25.0
776,Superman,49,0.1564625850340136,6.0,2.748839608045384,8158.611746007156,275,49.0
777,Muriel's Wedding,7,0.2857142857142857,7.0,3.3811242908715835,131.37102508180683,290,7.0
778,Cowboy Bebop: The Movie,5,0.3,8.0,4.075296544610624,1588.6212482832168,560,5.0
779,Donald's Cousin Gus,4,0.16666666666666666,8.0,4.450232078390923,2245.892155231979,246,4.0
780,Ginger Snaps,2,1.0,8.0,3.860237235688499,0.0,220,2.0
781,Babes in Toyland,0,0.0,0.0,0.0,0.0,160,0.0
782,Atlantis: The Lost Empire,32,0.20766129032258066,7.0,3.004125838060856,3483.3960506708836,246,32.0
783,Gandhi,39,0.15789473684210525,6.0,2.7947395564724085,20903.985676417367,200,39.0
784,Lost in Translation,23,0.38735177865612647,7.0,3.0278494069107786,559.0961949419034,220,23.0
785,Young Törless,0,0.0,0.0,0.0,0.0,161,0.0
786,Master and Commander: The Far Side of the World,9,0.1388888888888889,7.0,3.219185146982981,156.30482863189397,194,9.0
787,Cube,0,0.0,0.0,0.0,0.0,162,0.0
788,The Party,12,0.3939393939393939,6.0,3.1634863331614236,616.2316703912373,208,12.0
789,Arrowsmith,8,0.32142857142857145,7.0,3.733367715317174,3909.7872077592015,89,8.0
790,Faust,0,0.0,0.0,0.0,0.0,163,0.0
791,Mickey's Polo Team,0,0.0,0.0,0.0,0.0,164,0.0
792,The Civil War,12,1.0,7.0,3.1727694687983496,0.0,3,12.0
793,Maverick,48,0.18085106382978725,6.0,2.6781846312532234,7466.37522936526,246,48.0
794,Lagaan: Once Upon a Time in India,3,0.3333333333333333,8.0,4.669417225373904,103.76406716963122,232,3.0
795,"Mother, Mother, Mother Pin a Rose on Me",0,0.0,0.0,0.0,0.0,165,0.0
796,"Death, Deceit and Destiny Aboard the Orient Express",0,0.0,0.0,0.0,0.0,166,0.0
797,"sex, lies and videotape",17,0.35294117647058826,7.0,3.109334708612687,508.78210148833637,264,17.0
798,The Lion King 1½,15,0.4857142857142857,7.0,3.1707065497679214,508.3964991755375,3,15.0
799,The Fall of the Roman Empire,41,0.22682926829268293,6.0,2.8592057761732854,8305.986989181614,208,41.0
800,Alexander Nevsky,0,0.0,0.0,0.0,0.0,167,0.0
801,Barbershop,21,0.29523809523809524,7.0,3.0665291387313047,856.2789369691649,563,21.0
802,Mr. Halpern and Mr. Johnson,0,0.0,0.0,0.0,0.0,168,0.0
803,Un Chant d'Amour,0,0.0,0.0,0.0,0.0,169,0.0
804,The Haunted Mansion,12,0.4696969696969697,7.0,3.1253223310985043,176.5789868134063,9,12.0
805,UHF,14,0.14285714285714285,6.0,3.0593089221248064,814.2529960348476,563,14.0
806,The Hire: The Follow,0,0.0,0.0,0.0,0.0,170,0.0
807,Louisiana Purchase,0,0.0,0.0,0.0,0.0,171,0.0
808,Jackie Brown,62,0.21523003701745108,6.0,2.6549767921609075,6660.902299635888,290,62.0
809,The Lord of the Rings,18,0.43790849673202614,7.0,3.0247550283651368,457.34534008485895,172,18.0
810,Cinderella,5,0.2,7.0,3.3558535327488395,2567.293181887262,89,5.0
811,Pocahontas,0,0.0,0.0,0.0,0.0,173,0.0
812,Pocahontas,46,0.20869565217391303,7.0,2.8452810727178957,5880.68862458842,246,46.0
813,Derrida,0,0.0,0.0,0.0,0.0,174,0.0
814,"Good bye, Lenin!",0,0.0,0.0,0.0,0.0,175,0.0
815,Black and White,49,0.1556122448979592,7.0,2.765342960288809,4691.269470455081,563,49.0
816,It's All About Love,12,0.36363636363636365,7.0,3.1743166580711706,75.30958525593715,200,12.0
817,The Hunchback of Notre Dame,29,0.17980295566502463,7.0,2.926250644662197,3432.463762272479,200,29.0
818,The Hunchback of Notre Dame,14,0.3516483516483517,6.0,3.2774626095925736,1433.0394200610585,89,14.0
819,Pinky,2,0.0,7.0,4.157813305827746,30.39888940246444,89,2.0
820,Run,2,1.0,1.0,1.0,0.0,211,2.0
821,Quintet,15,0.3142857142857143,6.0,3.1624548736462095,2762.8917530543545,275,15.0
822,Ma vraie vie à Rouen,0,0.0,0.0,0.0,0.0,176,0.0
823,The Crow,19,0.21637426900584794,7.0,3.076843733883445,751.0532466611539,172,19.0
824,The Fast and the Furious,2,0.0,7.0,4.019597730789067,3.7654880905119716,89,2.0
825,Rushmore,30,0.26436781609195403,7.0,2.968540484785972,4593.879433982274,220,30.0
826,Hulk,22,0.18181818181818182,7.0,3.0190820010314594,2116.988727288959,563,22.0
827,Superman IV: The Quest For Peace,35,0.2605042016806723,7.0,2.886539453326457,3646.393106973814,275,35.0
828,Dante's Peak,6,0.06666666666666667,7.0,3.436307374935534,124.3502867092943,172,6.0
829,Sniper,12,0.45454545454545453,7.0,3.142341413099536,158.49561950811736,563,12.0
830,The Punisher,0,0.0,0.0,0.0,0.0,177,0.0
831,Ulzana's Raid,15,0.6571428571428571,6.0,3.03971119133574,1557.397577671045,89,15.0
832,Taxi,0,0.0,0.0,0.0,0.0,178,0.0
833,Walker,25,0.17,6.0,2.9308922124806602,2414.884179163002,200,25.0
834,Peeping Tom,9,0.1388888888888889,7.0,3.401753481175864,1816.4998552156012,563,9.0
835,Something's Gotta Give,43,0.23034330011074197,6.0,2.770500257864879,6372.000582362337,264,43.0
836,XXX,32,0.3971774193548387,7.0,2.9154203197524495,909.999443100068,290,32.0
837,Burgu i Mërgimit 1,0,0.0,0.0,0.0,0.0,179,0.0
838,Day for Night,8,0.21428571428571427,7.0,3.1743166580711706,1211.6889814206268,228,8.0
839,Amistad,63,0.1382488479262673,6.0,2.70809695719443,14447.2136390051,194,63.0
840,Lancelot du Lac,0,0.0,0.0,0.0,0.0,180,0.0
841,What the Butler Saw,0,0.0,0.0,0.0,0.0,181,0.0
842,Brigham Young,6,0.4666666666666667,7.0,3.953068592057762,199.4349557645059,89,6.0
843,Contact,50,0.15918367346938775,7.0,2.7199587416193913,5073.914333117681,172,50.0
844,Love Letter,0,0.0,0.0,0.0,0.0,182,0.0
845,The Super Dimension Fortress Macross: Do You Remember Love?,0,0.0,0.0,0.0,0.0,183,0.0
846,Der Fuehrer's Face,2,1.0,8.0,4.750386797318205,0.0,246,2.0
847,Chameli,3,1.0,8.0,4.777720474471377,0.0,232,3.0
848,The Best of Insomniac Uncensored,0,0.0,0.0,0.0,0.0,184,0.0
849,Distance,2,1.0,8.0,4.548736462093863,0.0,281,2.0
850,Canada: A People's History,0,0.0,0.0,0.0,0.0,185,0.0
851,After Life,2,1.0,8.0,4.548736462093863,0.0,281,2.0
852,Blood: The Last Vampire,0,0.0,0.0,0.0,0.0,186,0.0
853,The Emperor's Club,20,0.18421052631578946,6.0,2.993295513151109,665.6880557980714,200,20.0
854,Immortal Beloved,27,0.31054131054131057,7.0,2.9468798349664778,748.4850716036497,200,27.0
855,Touch,0,0.0,0.0,0.0,0.0,187,0.0
856,Pee-wee's Big Adventure,10,0.26666666666666666,7.0,3.153171738009283,1083.0530795153177,563,10.0
857,Bully,9,0.25,7.0,3.292934502320784,152.97787441878089,563,9.0
858,Broken,0,0.0,0.0,0.0,0.0,188,0.0
859,Tremors,24,0.32971014492753625,7.0,2.9814337287261474,1367.4241606228688,200,24.0
860,Accident,15,0.41904761904761906,7.0,3.1325425477050026,1859.7654753029449,281,15.0
861,�?�?ס�? �?�?'�?�?ר,0,0.0,0.0,0.0,0.0,189,0.0
862,Hitler: The Last Ten Days,12,0.45454545454545453,7.0,3.3285198555956677,2159.9345450299866,208,12.0
863,The Kiss,0,0.0,0.0,0.0,0.0,190,0.0
864,Benny & Joon,13,0.44871794871794873,7.0,3.1691593604951005,152.8413344341165,563,13.0
865,Romero,10,0.26666666666666666,7.0,3.192882929345023,265.3521101447925,200,10.0
866,Live from Baghdad,30,0.24597701149425288,7.0,2.8638473439917482,1384.8555276150573,220,30.0
867,Orange County,44,0.1331923890063425,6.0,2.7106756059824653,8522.950406573766,220,44.0
868,Blackadder: Back & Forth,23,0.2648221343873518,7.0,3.0923156266116556,566.947174987192,194,23.0
869,Dungeons & Dragons,16,0.3,7.0,3.1650335224342445,475.182669774817,194,16.0
870,Mask,20,0.22631578947368422,7.0,3.0206291903042803,776.6438419785875,290,20.0
871,Lara Croft Tomb Raider: The Cradle of Life,21,0.22380952380952382,7.0,3.0948942753996906,637.9156833720047,9,21.0
872,Monster,16,0.3,6.0,3.060856111397628,475.3720730864756,194,16.0
873,Hook,66,0.17529137529137528,7.0,2.6740587931923674,6491.243887499623,194,66.0
874,Stella,1,0.0,7.0,4.15884476534296,0.0,208,1.0
875,Seabiscuit,35,0.2235294117647059,7.0,2.9020113460546675,1908.4684977831903,172,35.0
876,Exotica,17,0.2426470588235294,7.0,3.107271789582259,2334.5643161802723,290,17.0
877,Lost Horizon,36,0.16666666666666666,6.0,2.823620422898401,19876.552308421375,281,36.0
878,Dirty Rotten Scoundrels,30,0.1724137931034483,6.0,2.808148530170191,3364.4530789114738,200,30.0
879,Sorcerer,4,1.0,7.0,3.4208354822073233,0.0,89,4.0
880,Samson and Delilah,8,0.17857142857142858,7.0,3.6601340897369776,829.5968103000848,89,8.0
881,"Legally Blonde 2: Red, White & Blonde",40,0.16794871794871793,7.0,2.852501289324394,2979.74604061896,220,40.0
882,Class Action,18,0.6274509803921569,7.0,3.0288808664259927,223.51383194490342,275,18.0
883,Elf,35,0.173109243697479,6.0,2.8267148014440435,2721.4965271433543,220,35.0
884,The Little Mermaid II: Return to the Sea,11,0.2,6.0,3.1279009798865394,1007.2545961214812,246,11.0
885,Hay Fever,0,0.0,0.0,0.0,0.0,191,0.0
886,Tonight at 8:30,0,0.0,0.0,0.0,0.0,192,0.0
887,Warlock,0,0.0,0.0,0.0,0.0,193,0.0
888,Panic Room,25,0.25333333333333335,7.0,2.9788550799381124,1263.1530903057553,194,25.0
889,The Dead Zone,29,0.34236453201970446,7.0,2.9056214543579166,1133.949712663042,194,29.0
890,Delicatessen,4,0.16666666666666666,7.0,3.6224858174316656,1090.2788444475286,228,4.0
891,Aimée & Jaguar,1,0.0,7.0,4.318205260443528,0.0,194,1.0
892,Taxi,10,0.17777777777777778,7.0,3.3011861784424963,634.4726346604953,220,10.0
893,Taxi,0,0.0,0.0,0.0,0.0,195,0.0
894,Mission: Impossible II,37,0.22972972972972974,7.0,2.8318720990201136,4036.6758099958147,200,37.0
895,The Killer,1,0.0,10.0,6.127385250128932,0.0,258,1.0
896,M. Butterfly,8,1.0,8.0,3.3723568849922643,0.0,194,8.0
897,Godfather,1,0.0,9.0,5.776173285198556,0.0,232,1.0
898,Underworld,11,0.32727272727272727,7.0,3.266632284682826,107.77797797612061,194,11.0
899,Elektra,1,0.0,8.0,4.9824651882413615,0.0,228,1.0
900,...tick...tick...tick...,13,0.358974358974359,6.0,3.2310469314079424,2707.5532326821544,89,13.0
901,Masada,0,0.0,0.0,0.0,0.0,196,0.0
902,Cheaper by the Dozen,19,0.21052631578947367,6.0,2.931407942238267,2275.5258534049976,200,19.0
903,The Fly,7,0.47619047619047616,7.0,3.2882929345023206,80.71424115947299,200,7.0
904,The Makioka Sisters,0,0.0,0.0,0.0,0.0,197,0.0
905,Wishmaster,11,0.2545454545454545,7.0,3.3120165033522433,757.2947700693547,172,11.0
906,Pandora's Box,0,0.0,0.0,0.0,0.0,198,0.0
907,Pi,3,0.3333333333333333,7.0,3.5719443011861784,16.058034674550584,563,3.0
908,The Devils,20,0.3263157894736842,7.0,3.1000515729757607,1006.4139948310402,194,20.0
909,Mystic River,36,0.20634920634920634,7.0,2.895306859205776,1731.3156697131762,200,36.0
910,A Bug's Life,46,0.09371980676328502,6.0,2.6792160907684375,18379.60814946853,89,46.0
911,City of God,2,1.0,8.0,4.40072202166065,0.0,172,2.0
912,Cold Mountain,79,0.12625770853618956,6.0,2.6415678184631255,10488.546027895802,200,79.0
913,Deep Throat,0,0.0,0.0,0.0,0.0,199,0.0
914,I'll Never Forget What's 'Isname,8,0.32142857142857145,7.0,3.343476018566271,297.3409652230477,194,8.0
915,Impromptu,29,0.1477832512315271,6.0,2.9757607013924705,2604.1383410087074,194,29.0
916,Bad News Bears,11,0.3090909090909091,6.0,3.083032490974729,394.91516167481944,89,11.0
